CODE;PARENT_CODE;TYPE_CODE;NAME.RU.NAME;NAME.EN.NAME;NAME.UA.NAME;EXT.YAMARKET.0;EXT.ZIP.0;LONGITUDE;LATITUDE;EXT.ZIP_LOWER
0000000379;0000000368;VILLAGE;Р С‹Р±Р°С‡СЊРµ РїРѕСЃРµР»РѕРє;;Р РёР±Р°С‡Рµ СЃРµР»РёС‰Рµ;;98522;;;
0000000380;0000000368;VILLAGE;РЎРѕР»РЅРµС‡РЅРѕРіРѕСЂСЃРєРѕРµ РїРѕСЃРµР»РѕРє;;РЎРѕРЅСЏС‡РЅРѕРіС–СЂСЃСЊРєРµ СЃРµР»РёС‰Рµ;;98523;;;
0000000381;0000000368;VILLAGE;РЈС‚РµСЃ РїРѕСЃРµР»РѕРє;;РЈС‚СЊРѕСЃ СЃРµР»РёС‰Рµ;;98541;;;
0000000382;0000000366;SUBREGION;Р‘Р°С…С‡РёСЃР°СЂР°Р№СЃРєРёР№ СЂР°Р№РѕРЅ;;Р‘Р°С…С‡РёСЃР°СЂР°Р№СЃСЊРєРёР№ СЂР°Р№РѕРЅ;;;;;
0000000383;0000000382;VILLAGE;РђСЂРѕРјР°С‚РЅРѕРµ СЃРµР»Рѕ;;РђСЂРѕРјР°С‚РЅРµ СЃРµР»Рѕ;;98444;;;
0000000384;0000000382;CITY;Р‘Р°С…С‡РёСЃР°СЂР°Р№;;Р‘Р°С…С‡РёСЃР°СЂР°Р№;;98400;;;98409
0000000385;0000000382;VILLAGE;Р‘РµСЂРµРіРѕРІРѕРµ СЃРµР»Рѕ;;Р‘РµСЂРµРіРѕРІРµ СЃРµР»Рѕ;;98432;;;
0000000386;0000000382;VILLAGE;Р‘СЂСЏРЅСЃРєРѕРµ СЃРµР»Рѕ;;Р‘СЂСЏРЅСЃСЊРєРµ СЃРµР»Рѕ;;98411;;;
0000000387;0000000382;VILLAGE;Р‘РѕР»СЊС€РѕРµ РЎР°РґРѕРІРѕРµ СЃРµР»Рѕ;;Р’РµР»РёРєРµ РЎР°РґРѕРІРµ СЃРµР»Рѕ;;98470;;;
0000000388;0000000382;VILLAGE;Р’РµСЂС…РѕСЂРµС‡СЊРµ СЃРµР»Рѕ;;Р’РµСЂС…РѕСЂС–С‡С‡СЏ СЃРµР»Рѕ;;98460;;;
0000000389;0000000382;VILLAGE;РћС‚СЂР°РґРЅРѕРµ СЃРµР»Рѕ;;Р’С–РґСЂР°РґРЅРµ СЃРµР»Рѕ;;98413;;;
0000000390;0000000382;VILLAGE;Р’РёРєС‚РѕСЂРѕРІРєР° СЃРµР»Рѕ;;Р’С–РєС‚РѕСЂС–РІРєР° СЃРµР»Рѕ;;98400;;;
0000000391;0000000382;VILLAGE;Р’РёР»РёРЅРѕ СЃРµР»Рѕ;;Р’С–Р»С–РЅРµ СЃРµР»Рѕ;;98433;;;
0000000392;0000000382;VILLAGE;Р“Р»СѓР±РѕРєРёР№ РЇСЂ СЃРµР»Рѕ;;Р“Р»РёР±РѕРєРёР№ РЇСЂ СЃРµР»Рѕ;;98442;;;
0000000393;0000000382;VILLAGE;Р“РѕР»СѓР±РёРЅРєР° СЃРµР»Рѕ;;Р“РѕР»СѓР±РёРЅРєР° СЃРµР»Рѕ;;98474;;;
0000000394;0000000382;VILLAGE;Р”РёР±СЂРѕРІРєР° СЃРµР»Рѕ;;Р”С–Р±СЂС–РІРєР° СЃРµР»Рѕ;;98412;;;
0000000395;0000000382;VILLAGE;Р”РѕР»РёРЅРЅРѕРµ СЃРµР»Рѕ;;Р”РѕР»РёРЅРЅРµ СЃРµР»Рѕ;;98450;;;
0000000396;0000000382;VILLAGE;Р—Р°Р»РёР·РЅРёС‡РЅРѕРµ СЃРµР»Рѕ;;Р—Р°Р»С–Р·РЅРёС‡РЅРµ СЃРµР»Рѕ;;98462;;;
0000000397;0000000382;VILLAGE;РљР°Р·Р°РЅРєРё СЃРµР»Рѕ;;РљР°Р·Р°РЅРєРё СЃРµР»Рѕ;;98424;;;
0000000398;0000000382;VILLAGE;РљР°С€С‚Р°РЅС‹ СЃРµР»Рѕ;;РљР°С€С‚Р°РЅРё СЃРµР»Рѕ;;98413;;;
0000000399;0000000382;VILLAGE;РљСЂР°СЃРЅС‹Р№ РњР°Рє СЃРµР»Рѕ;;РљСЂР°СЃРЅРёР№ РњР°Рє СЃРµР»Рѕ;;98464;;;
0000000400;0000000382;VILLAGE;РљСѓР№Р±С‹С€РµРІРѕ РїРіС‚;;РљСѓР№Р±РёС€РµРІРµ СЃРјС‚;;98470;;;
0000000401;0000000382;VILLAGE;РњР°Р»РѕРІРёРґРЅРѕРµ СЃРµР»Рѕ;;РњР°Р»РѕРІРёРґРЅРµ СЃРµР»Рѕ;;98446;;;
0000000402;0000000384;VILLAGE;РќР°СѓС‡РЅС‹Р№ РїРѕСЃРµР»РѕРє;;РќР°СѓС‡РЅРёР№ СЃРµР»РёС‰Рµ;;98409;;;
0000000403;0000000382;VILLAGE;РќРµРєСЂР°СЃРѕРІРєР° СЃРµР»Рѕ;;РќРµРєСЂР°СЃРѕРІРєР° СЃРµР»Рѕ;;98454;;;
0000000404;0000000382;VILLAGE;РќРѕРІРѕРІР°СЃРёР»СЊРµРІРєР° СЃРµР»Рѕ;;РќРѕРІРѕРІР°СЃРёР»С–РІРєР° СЃРµР»Рѕ;;98420;;;
0000000405;0000000382;VILLAGE;РќРѕРІРѕРїР°РІР»РѕРІРєР° СЃРµР»Рѕ;;РќРѕРІРѕРїР°РІР»С–РІРєР° СЃРµР»Рѕ;;98420;;;
0000000406;0000000382;VILLAGE;РџСЂРµРґСѓС‰РµР»СЊРЅРѕРµ СЃРµР»Рѕ;;РџРµСЂРµРґСѓС‰РµР»СЊРЅРµ СЃРµР»Рѕ;;98461;;;
0000000407;0000000382;VILLAGE;РџРµСЃС‡Р°РЅРѕРµ СЃРµР»Рѕ;;РџС–С‰Р°РЅРµ СЃРµР»Рѕ;;98431;;;
0000000408;0000000382;VILLAGE;РџР»РѕРґРѕРІРѕРµ СЃРµР»Рѕ;;РџР»РѕРґРѕРІРµ СЃРµР»Рѕ;;98410;;;
0000000409;0000000382;VILLAGE;РџР»РѕС‚РёРЅРЅРѕРµ СЃРµР»Рѕ;;РџР»РѕС‚РёРЅРЅРµ СЃРµР»Рѕ;;98473;;;
0000000410;0000000382;VILLAGE;РџРѕС‡С‚РѕРІРѕРµ РїРіС‚;;РџРѕС€С‚РѕРІРµ СЃРјС‚;;98420;;;
0000000411;0000000382;VILLAGE;РџСЂРѕС…Р»Р°РґРЅРѕРµ СЃРµР»Рѕ;;РџСЂРѕС…Р»Р°РґРЅРµ СЃРµР»Рѕ;;98443;;;
0000000412;0000000382;VILLAGE;РЎР°РјРѕС…РІР°Р»РѕРІРѕ СЃРµР»Рѕ;;РЎР°РјРѕС…РІР°Р»РѕРІРµ СЃРµР»Рѕ;;98420;;;
0000000413;0000000382;VILLAGE;РЎРµРІР°СЃС‚СЊСЏРЅРѕРІРєР° СЃРµР»Рѕ;;РЎРµРІР°СЃС‚СЏРЅС–РІРєР° СЃРµР»Рѕ;;98420;;;
0000000414;0000000382;VILLAGE;РЎРєР°Р»РёСЃС‚РѕРµ СЃРµР»Рѕ;;РЎРєР°Р»РёСЃС‚Рµ СЃРµР»Рѕ;;98440;;;
0000000415;0000000382;VILLAGE;РЎРѕРєРѕР»РёРЅРѕРµ СЃРµР»Рѕ;;РЎРѕРєРѕР»РёРЅРµ СЃРµР»Рѕ;;98475;;;
0000000416;0000000382;VILLAGE;РЎСѓРІРѕСЂРѕРІРѕ СЃРµР»Рѕ;;РЎСѓРІРѕСЂРѕРІРµ СЃРµР»Рѕ;;98452;;;
0000000417;0000000382;VILLAGE;РўР°Р±Р°С‡РЅРѕРµ СЃРµР»Рѕ;;РўР°Р±Р°С‡РЅРµ СЃРµР»Рѕ;;98430;;;
0000000418;0000000382;VILLAGE;РўР°РЅРєРѕРІРѕРµ СЃРµР»Рѕ;;РўР°РЅРєРѕРІРµ СЃРµР»Рѕ;;98471;;;
0000000419;0000000382;VILLAGE;РўРµРЅРёСЃС‚РѕРµ СЃРµР»Рѕ;;РўС–РЅРёСЃС‚Рµ СЃРµР»Рѕ;;98452;;;
0000000420;0000000382;VILLAGE;РўРѕРїРѕР»СЏ СЃРµР»Рѕ;;РўРѕРїРѕР»С– СЃРµР»Рѕ;;98426;;;
0000000421;0000000382;VILLAGE;РўСЂСѓРґРѕР»СЋР±РѕРІРєР° СЃРµР»Рѕ;;РўСЂСѓРґРѕР»СЋР±С–РІРєР° СЃРµР»Рѕ;;98441;;;
0000000422;0000000382;VILLAGE;РўСѓСЂРіРµРЅРµРІРєР° СЃРµР»Рѕ;;РўСѓСЂРіРµРЅС”РІРєР° СЃРµР»Рѕ;;98463;;;
0000000423;0000000382;VILLAGE;РЈРіР»РѕРІРѕРµ СЃРµР»Рѕ;;РЈРіР»РѕРІРµ СЃРµР»Рѕ;;98435;;;
0000000424;0000000382;VILLAGE;Р¤СѓСЂРјР°РЅРѕРІРєР° СЃРµР»Рѕ;;Р¤СѓСЂРјР°РЅРѕРІРєР° СЃРµР»Рѕ;;98451;;;
0000000425;0000000382;VILLAGE;РҐРѕР»РјРѕРІРєР° СЃРµР»Рѕ;;РҐРѕР»РјС–РІРєР° СЃРµР»Рѕ;;98465;;;
0000000426;0000000382;VILLAGE;РЎС‡Р°СЃР»РёРІРѕРµ СЃРµР»Рѕ;;Р©Р°СЃР»РёРІРµ СЃРµР»Рѕ;;98476;;;
0000000427;0000000366;SUBREGION;Р‘РµР»РѕРіРѕСЂСЃРєРёР№ СЂР°Р№РѕРЅ;;Р‘С–Р»РѕРіС–СЂСЃСЊРєРёР№ СЂР°Р№РѕРЅ;;;;;
0000000428;0000000427;VILLAGE;Р‘РѕРіР°С‚РѕРµ СЃРµР»Рѕ;;Р‘Р°РіР°С‚Рµ СЃРµР»Рѕ;;97650;;;
0000000429;0000000427;VILLAGE;Р‘Р°Р»РєРё СЃРµР»Рѕ;;Р‘Р°Р»РєРё СЃРµР»Рѕ;;97460;;;
0000000430;0000000427;VILLAGE;Р‘РµР»Р°СЏ РЎРєР°Р»Р° СЃРµР»Рѕ;;Р‘С–Р»Р° РЎРєРµР»СЏ СЃРµР»Рѕ;;97614;;;
0000000431;0000000427;CITY;Р‘РµР»РѕРіРѕСЂСЃРє;;Р‘С–Р»РѕРіС–СЂСЃСЊРє;;97600;;;
0000000432;0000000427;VILLAGE;Р’Р°СЃРёР»РµРІРєР° СЃРµР»Рѕ;;Р’Р°СЃРёР»С–РІРєР° СЃРµР»Рѕ;;97611;;;
0000000433;0000000427;VILLAGE;Р’РёС€РµРЅРЅРѕРµ СЃРµР»Рѕ;;Р’РёС€РµРЅРЅРµ СЃРµР»Рѕ;;97613;;;
0000000434;0000000427;VILLAGE;Р“РѕР»РѕРІР°РЅРѕРІРєР° СЃРµР»Рѕ;;Р“РѕР»РѕРІР°РЅС–РІРєР° СЃРµР»Рѕ;;97644;;;
0000000435;0000000427;VILLAGE;Р”РѕР»РёРЅРѕРІРєР° СЃРµР»Рѕ;;Р”РѕР»РёРЅС–РІРєР° СЃРµР»Рѕ;;97625;;;
0000000436;0000000427;VILLAGE;Р—РµР»РµРЅРѕРіРѕСЂСЃРєРѕРµ СЃРµР»Рѕ;;Р—РµР»РµРЅРѕРіС–СЂСЃСЊРєРµ СЃРµР»Рѕ;;97640;;;
0000000437;0000000427;VILLAGE;Р—РµРјР»СЏРЅРёС‡РЅРѕРµ СЃРµР»Рѕ;;Р—РµРјР»СЏРЅРёС‡РЅРµ СЃРµР»Рѕ;;97651;;;
0000000438;0000000427;VILLAGE;Р—С‹Р±РёРЅС‹ СЃРµР»Рѕ;;Р—РёР±РёРЅРё СЃРµР»Рѕ;;97610;;;
0000000439;0000000427;VILLAGE;Р—СѓСЏ РїРіС‚;;Р—СѓСЏ СЃРјС‚;;97630;;;
0000000440;0000000427;VILLAGE;РљСЂС‹РјСЃРєР°СЏ Р РѕР·Р° СЃРµР»Рѕ;;РљСЂРёРјСЃСЊРєР° Р РѕР·Р° СЃРµР»Рѕ;;97633;;;
0000000441;0000000427;VILLAGE;РљСЂРёРЅРёС‡РЅРѕРµ СЃРµР»Рѕ;;РљСЂРёРЅРёС‡РЅРµ СЃРµР»Рѕ;;97643;;;
0000000442;0000000427;VILLAGE;РљСѓСЂРѕСЂС‚РЅРѕРµ СЃРµР»Рѕ;;РљСѓСЂРѕСЂС‚РЅРµ СЃРµР»Рѕ;;97637;;;
0000000443;0000000427;VILLAGE;РљСѓСЂСЃРєРѕРµ СЃРµР»Рѕ;;РљСѓСЂСЃСЊРєРµ СЃРµР»Рѕ;;97653;;;
0000000444;0000000427;VILLAGE;Р›РёС‚РІРёРЅРµРЅРєРѕРІРѕ СЃРµР»Рѕ;;Р›РёС‚РІРёРЅРµРЅРєРѕРІРµ СЃРµР»Рѕ;;97632;;;
0000000445;0000000427;VILLAGE;Р›РµС‡РµР±РЅРѕРµ СЃРµР»Рѕ;;Р›С–С‡РµР±РЅРµ СЃРµР»Рѕ;;97646;;;
0000000446;0000000427;VILLAGE;РњРµР»СЊРЅРёС‡РЅРѕРµ СЃРµР»Рѕ;;РњРµР»СЊРЅРёС‡РЅРµ СЃРµР»Рѕ;;97622;;;
0000000447;0000000427;VILLAGE;РњРёС‡СѓСЂРёРЅСЃРєРѕРµ СЃРµР»Рѕ;;РњС–С‡СѓСЂС–РЅСЃСЊРєРµ СЃРµР»Рѕ;;97645;;;
0000000448;0000000427;VILLAGE;РњСѓСЂРѕРјСЃРєРѕРµ СЃРµР»Рѕ;;РњСѓСЂРѕРјСЃСЊРєРµ СЃРµР»Рѕ;;97615;;;
0000000449;0000000427;VILLAGE;РќРёР¶РЅРёРµ РћСЂРµС€РЅРёРєРё СЃРµР»Рѕ;;РќРёР¶РЅС– РћСЂС–С€РЅРёРєРё СЃРµР»Рѕ;;97631;;;
0000000450;0000000427;VILLAGE;РќРѕРІРѕР¶РёР»РѕРІРєР° СЃРµР»Рѕ;;РќРѕРІРѕР¶РёР»С–РІРєР° СЃРµР»Рѕ;;97620;;;
0000000451;0000000427;VILLAGE;РќРѕРІРѕРєР»РµРЅРѕРІРѕ СЃРµР»Рѕ;;РќРѕРІРѕРєР»РµРЅРѕРІРµ СЃРµР»Рѕ;;97600;;;
0000000452;0000000427;VILLAGE;РџРµС‚СЂРѕРІРѕ СЃРµР»Рѕ;;РџРµС‚СЂРѕРІРµ СЃРµР»Рѕ;;97634;;;
0000000453;0000000427;VILLAGE;Р СѓСЃР°РєРѕРІРєР° СЃРµР»Рѕ;;Р СѓСЃР°РєС–РІРєР° СЃРµР»Рѕ;;97626;;;
0000000454;0000000427;VILLAGE;РўСѓСЂРіРµРЅРµРІРѕ СЃРµР»Рѕ;;РўСѓСЂРіРµРЅС”РІРµ СЃРµР»Рѕ;;97621;;;
0000000455;0000000427;VILLAGE;РЈРґР°СЂРЅРѕРµ СЃРµР»Рѕ;;РЈРґР°СЂРЅРµ СЃРµР»Рѕ;;97622;;;
0000000456;0000000427;VILLAGE;РЈС‡РµР±РЅРѕРµ СЃРµР»Рѕ;;РЈС‡РµР±РЅРµ СЃРµР»Рѕ;;97652;;;
0000000457;0000000427;VILLAGE;Р¦РІРµС‚РѕС‡РЅРѕРµ СЃРµР»Рѕ;;Р¦РІС–С‚РѕС‡РЅРµ СЃРµР»Рѕ;;97624;;;
0000000458;0000000427;VILLAGE;Р§РѕСЂРЅРѕРїРѕР»СЊРµ СЃРµР»Рѕ;;Р§РѕСЂРЅРѕРїС–Р»Р»СЏ СЃРµР»Рѕ;;97642;;;
0000001732;0000000364;COUNTRY_DISTRICT;Р—Р°РїР°Рґ;;Р—Р°С…С–Рґ;20524;;;;
0000004897;0000001732;REGION;РҐРјРµР»СЊРЅРёС†РєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;РҐРјРµР»СЊРЅРёС†СЊРєР° РѕР±Р»Р°СЃС‚СЊ;20535;;;;
0001095979;0000004897;SUBREGION;Р‘РµР»РѕРіРѕСЂСЃРєРёР№ СЂР°Р№РѕРЅ;;Р‘С–Р»РѕРіС–СЂСЃСЊРєРёР№ СЂР°Р№РѕРЅ;;;;;
0000000459;0001095979;VILLAGE;Р‘РѕР»СЊС€Р°СЏ Р‘РѕСЂРѕРІРёС†Р° РїРѕСЃРµР»РѕРє;;Р’РµР»РёРєР° Р‘РѕСЂРѕРІРёС†СЏ СЃРµР»РёС‰Рµ;;30210;;;
0000000460;0000000427;CITY;;;Р’'СЏР·РѕРІРµС†СЊ;;;;;
0000000461;0000000427;CITY;;;Р“СѓР»С–РІС†С–;;;;;
0000000462;0001095979;VILLAGE;Р”Р·РІРѕРЅРєРё РїРѕСЃРµР»РѕРє;;Р”Р·РІС–РЅРєРё СЃРµР»РёС‰Рµ;;30216;;;
0000000463;0001095979;VILLAGE;Р–РµРјРµР»РёРЅС†С‹ РїРѕСЃРµР»РѕРє;;Р–РµРјРµР»РёРЅС†С– СЃРµР»РёС‰Рµ;;30209;;;
0000000464;0000000427;CITY;;;Р™РѕСЃРёРїС–РІС†С–;;;;;
0000000465;0001095979;VILLAGE;РљР°С‰РµРЅС†С‹ РїРѕСЃРµР»РѕРє;;РљР°С‰РµРЅС†С– СЃРµР»РёС‰Рµ;;30223;;;
0000000466;0001095979;VILLAGE;РљСѓСЂСЊСЏРЅРєРё РїРѕСЃРµР»РѕРє;;РљСѓСЂ'СЏРЅРєРё СЃРµР»РёС‰Рµ;;30215;;;
0000000467;0001095979;VILLAGE;Р›РµРїРµСЃРѕРІРєР° РїРѕСЃРµР»РѕРє;;Р›РµРїРµСЃС–РІРєР° СЃРµР»РёС‰Рµ;;30233;;;
0000000468;0001095979;VILLAGE;РњР°Р»Р°СЏ Р‘РѕСЂРѕРІРёС†Р° РїРѕСЃРµР»РѕРє;;РњР°Р»Р° Р‘РѕСЂРѕРІРёС†СЏ СЃРµР»РёС‰Рµ;;30210;;;
0000000469;0000000427;CITY;;;РњРёРєР»Р°С€С–;;;;;
0000000470;0001095979;VILLAGE;РњРѕРєСЂРѕРІРѕР»СЏ РїРѕСЃРµР»РѕРє;;РњРѕРєСЂРѕРІРѕР»СЏ СЃРµР»РёС‰Рµ;;30208;;;
0000000471;0000000427;CITY;;;РџР°РЅСЊРєС–РІС†С–;;;;;
0000000472;0001095979;VILLAGE;РџРµСЂРµСЂРѕСЃР»РѕРµ РїРѕСЃРµР»РѕРє;;РџРµСЂРµСЂРѕСЃР»Рµ СЃРµР»РёС‰Рµ;;30214;;;
0000000473;0001095979;VILLAGE;РЎРёРІРєРё РїРѕСЃРµР»РѕРє;;РЎРёРІРєРё СЃРµР»РёС‰Рµ;;30224;;;
0000000474;0001095979;VILLAGE;РЎС‚Р°РІРёС‰Р°РЅС‹ РїРѕСЃРµР»РѕРє;;РЎС‚Р°РІРёС‰Р°РЅРё СЃРµР»РёС‰Рµ;;30222;;;
0000000475;0001095979;VILLAGE;РЎСѓС€РёРІС†С‹ РїРѕСЃРµР»РѕРє;;РЎСѓС€С–РІС†С– СЃРµР»РёС‰Рµ;;30240;;;
0000000476;0001095979;VILLAGE;РҐРѕСЂРѕС€РµРІ РїРѕСЃРµР»РѕРє;;РҐРѕСЂРѕС€С–РІ СЃРµР»РёС‰Рµ;;30220;;;
0000000477;0000000366;SUBREGION;Р”Р¶Р°РЅРєРѕР№СЃРєРёР№ СЂР°Р№РѕРЅ;;Р”Р¶Р°РЅРєРѕР№СЃСЊРєРёР№ СЂР°Р№РѕРЅ;;;;;
0000000478;0000000477;VILLAGE;РђР·РѕРІСЃРєРѕРµ РїРіС‚;;РђР·РѕРІСЃСЊРєРµ СЃРјС‚;;96178;;;
0000000479;0000000477;VILLAGE;Р‘Р»РёР¶РЅРµРіРѕСЂРѕРґСЃРєРѕРµ СЃРµР»Рѕ;;Р‘Р»РёР¶РЅСЊРѕРіРѕСЂРѕРґСЃСЊРєРµ СЃРµР»Рѕ;;96184;;;
0000000480;0000000477;VILLAGE;Р‘РѕСЂРѕРґРёРЅРѕ СЃРµР»Рѕ;;Р‘РѕСЂРѕРґС–РЅРѕ СЃРµР»Рѕ;;96170;;;
0000000481;0000000477;VILLAGE;Р’РѕР»СЊРЅРѕРµ РїРіС‚;;Р’С–Р»СЊРЅРµ СЃРјС‚;;96186;;;
0000000482;0000000477;CITY;Р”Р¶Р°РЅРєРѕР№;;Р”Р¶Р°РЅРєРѕР№;;96100;;;
0000000483;0000000477;VILLAGE;Р”РјРёС‚СЂРѕРІРєР° СЃРµР»Рѕ;;Р”РјРёС‚СЂС–РІРєР° СЃРµР»Рѕ;;96118;;;
0000000484;0000000477;VILLAGE;Р”РЅРµРїСЂРѕРІРєР° СЃРµР»Рѕ;;Р”РЅС–РїСЂРѕРІРєР° СЃРµР»Рѕ;;96181;;;
0000000485;0000000477;VILLAGE;Р•СЂРјР°РєРѕРІРѕ СЃРµР»Рѕ;;Р„СЂРјР°РєРѕРІРµ СЃРµР»Рѕ;;96123;;;
0000000486;0000000477;VILLAGE;Р–РёР»РёРЅРѕ СЃРµР»Рѕ;;Р–РёР»РёРЅРµ СЃРµР»Рѕ;;96150;;;
0000000487;0000000477;VILLAGE;Р—Р°РІРµС‚-Р›РµРЅРёРЅСЃРєРёР№ СЃРµР»Рѕ;;Р—Р°РІС–С‚-Р›РµРЅС–РЅСЃСЊРєРёР№ СЃРµР»Рѕ;;96126;;;
0000000488;0000000477;VILLAGE;Р—Р°СЂРµС‡РЅРѕРµ СЃРµР»Рѕ;;Р—Р°СЂС–С‡РЅРµ СЃРµР»Рѕ;;96160;;;
0000000489;0000000477;VILLAGE;Р—РµСЂРЅРѕРІРѕРµ СЃРµР»Рѕ;;Р—РµСЂРЅРѕРІРµ СЃРµР»Рѕ;;96156;;;
0000000490;0000000477;VILLAGE;Р�Р·СѓРјСЂСѓРґРЅРѕРµ СЃРµР»Рѕ;;Р†Р·СѓРјСЂСѓРґРЅРµ СЃРµР»Рѕ;;96116;;;
0000000491;0000000477;VILLAGE;Р�СЃС‚РѕС‡РЅРѕРµ СЃРµР»Рѕ;;Р†СЃС‚РѕС‡РЅРµ СЃРµР»Рѕ;;96134;;;
0000000492;0000000477;VILLAGE;РљР°Р»РёРЅРѕРІРєР° СЃРµР»Рѕ;;РљР°Р»РёРЅС–РІРєР° СЃРµР»Рѕ;;97000;;;
0000000493;0000000477;VILLAGE;РљРѕРЅРґСЂР°С‚РѕРІРѕ СЃРµР»Рѕ;;РљС–РЅРґСЂР°С‚РѕРІРµ СЃРµР»Рѕ;;96169;;;
0000000494;0000000477;VILLAGE;РљРѕРІС‹Р»СЊРЅРѕРµ СЃРµР»Рѕ;;РљРѕРІРёР»СЊРЅРµ СЃРµР»Рѕ;;96140;;;
0000000495;0000000477;VILLAGE;РљРѕР»РѕСЃРєРё СЃРµР»Рѕ;;РљРѕР»РѕСЃРєРё СЃРµР»Рѕ;;96131;;;
0000000496;0000000477;VILLAGE;РљРѕРјСЃРѕРјРѕР»СЊСЃРєРѕРµ СЃРµР»Рѕ;;РљРѕРјСЃРѕРјРѕР»СЊСЃСЊРєРµ СЃРµР»Рѕ;;96143;;;
0000000497;0000000477;VILLAGE;РљСЂС‹РјРєР° СЃРµР»Рѕ;;РљСЂРёРјРєР° СЃРµР»Рѕ;;96154;;;
0000000498;0000000477;VILLAGE;Р›РѕР±Р°РЅРѕРІРѕ СЃРµР»Рѕ;;Р›РѕР±Р°РЅРѕРІРµ СЃРµР»Рѕ;;96150;;;
0000000499;0000000477;VILLAGE;Р›СѓРіР°РЅСЃРєРѕРµ СЃРµР»Рѕ;;Р›СѓРіР°РЅСЃСЊРєРµ СЃРµР»Рѕ;;96140;;;
0000000500;0000000477;VILLAGE;РњР°Р№СЃРєРѕРµ СЃРµР»Рѕ;;РњР°Р№СЃСЊРєРµ СЃРµР»Рѕ;;96178;;;
0000000501;0000000477;VILLAGE;РњР°СЂСЊРёРЅРѕ СЃРµР»Рѕ;;РњР°СЂ'С—РЅРµ СЃРµР»Рѕ;;96152;;;
0000000502;0000000477;VILLAGE;РњР°СЂС‚С‹РЅРѕРІРєР° СЃРµР»Рѕ;;РњР°СЂС‚РёРЅС–РІРєР° СЃРµР»Рѕ;;96128;;;
